b_lam,b_xw,sc_s_key,sc_lam_key,C,power,r_squared
0.1405,0.43500000000000005,xw,no,2.7474980478044677,0.8546660084719979,0.999993164394192
0.1405,0.43500000000000005,xw,D,2.0653376437795097,0.9999999999999999,1.0
0.1405,0.43500000000000005,xw,mixed,1.5534005112617206,1.145373746618753,0.9999713730249132
0.1405,0.43500000000000005,xw,beta,1.0353085788210112,1.3538654009820192,0.9975850591592288
0.1405,0.46,,no,2.4885976858218966,0.0,0.0
0.1405,0.46,,D,1.9697838067360727,0.12061070650782536,0.9947380964027112
0.1405,0.46,,mixed,0.8048997617481437,0.5687438347907038,0.9865011720398442
0.1405,0.46,,beta,0.23714483169412545,1.1839783070208996,0.8596030601726156
0.1405,0.46,x,no,1.714610692698537,0.7497803579517246,0.9931714407315541
0.1405,0.46,x,D,1.963390185156145,0.6855532988097217,0.999988503070473
0.1405,0.46,x,mixed,1.1987264041687542,0.937491071740583,0.999806112166458
0.1405,0.46,x,beta,0.993741235884049,1.0257002184271484,0.9926946320880122
0.1405,0.46,w,no,2.783407573417788,0.6354616167738744,0.999429899831444
0.1405,0.46,w,D,1.7405059842724575,0.8745374758118937,0.9993684863654014
0.1405,0.46,w,mixed,1.1617661436361508,1.080757401872275,0.9995277895865237
0.1405,0.46,w,beta,0.5755949896874388,1.443091221538751,0.9906656955289437
0.1405,0.46,xw,no,2.8796110618582587,0.8552654878764527,0.9999918813139294
0.1405,0.46,xw,D,2.167488156289364,0.9999999999999999,1.0
0.1405,0.46,xw,mixed,1.6537848766284942,1.1380414304272994,0.9999772081552759
0.1405,0.46,xw,beta,1.1168625974519228,1.3399237396297394,0.997575783152476
0.1405,0.48500000000000004,,no,2.4885976858218966,0.0,0.0
0.1405,0.48500000000000004,,D,1.9697838067360727,0.12061070650782536,0.9947380964027112
0.1405,0.48500000000000004,,mixed,0.8048997617481437,0.5687438347907038,0.9865011720398442
0.1405,0.48500000000000004,,beta,0.23714483169412545,1.1839783070208996,0.8596030601726156
0.1405,0.48500000000000004,x,no,1.742792192584284,0.7653136134679153,0.9942177029719388
0.1405,0.48500000000000004,x,D,2.0067934925846194,0.6977988990694712,0.9999880780475695
0.1405,0.48500000000000004,x,mixed,1.2484424709817858,0.9402030801147285,0.9998252216994918
0.1405,0.48500000000000004,x,beta,1.0442805601806484,1.0241713599874607,0.9933452765346061
0.1405,0.48500000000000004,w,no,2.859349131741884,0.6402802099141165,0.999301860811158
0.1405,0.48500000000000004,w,D,1.7917491385696291,0.8785121119085085,0.9994136975505741
0.1405,0.48500000000000004,w,mixed,1.213840880019456,1.0771522714505803,0.9995523404297096
0.1405,0.48500000000000004,w,beta,0.6099952398525998,1.432410486184776,0.9904702189213713
0.1405,0.48500000000000004,xw,no,3.0094681488005923,0.8561066456604668,0.9999884724313685
0.1405,0.48500000000000004,xw,D,2.2692781491913925,0.9999999999999999,1.0
0.1405,0.48500000000000004,xw,mixed,1.7539341465242366,1.131448176123022,0.9999814548661007
0.1405,0.48500000000000004,xw,beta,1.1978602563932366,1.327726622305985,0.9974814982674869
0.1405,0.51,,no,2.4885976858218966,0.0,0.0
0.1405,0.51,,D,1.9697838067360727,0.12061070650782536,0.9947380964027112
0.1405,0.51,,mixed,0.8048997617481437,0.5687438347907038,0.9865011720398442
0.1405,0.51,,beta,0.23714483169412545,1.1839783070208996,0.8596030601726156
0.1405,0.51,x,no,1.7737232350022245,0.7791342870342065,0.9950816744211571
0.1405,0.51,x,D,2.050703173124202,0.7091518679137991,0.9999864475545431
0.1405,0.51,x,mixed,1.2982068010680372,0.9426920460269754,0.9998414549236804
0.1405,0.51,x,beta,1.0945784271674286,1.0229104014773491,0.9939151475936121
0.1405,0.51,w,no,2.932125241224926,0.6453046671485722,0.9991765196937534
0.1405,0.51,w,D,1.8426735705104043,0.8822637777241694,0.9994538964344003
0.1405,0.51,w,mixed,1.2655418970526868,1.0739120230681223,0.999575976967894
0.1405,0.51,w,beta,0.644850103665946,1.422245290501697,0.9903584408759417
0.1405,0.51,xw,no,3.137196678788991,0.857153708172077,0.9999831239846315
0.1405,0.51,xw,D,2.3707691782590516,0.9999999999999998,1.0
0.1405,0.51,xw,mixed,1.8539008849036607,1.1254815710542998,0.9999846368923326
0.1405,0.51,xw,beta,1.28008520487618,1.3162678661831735,0.9974598182760235
0.181,0.01,,no,2.4885976858218966,0.0,0.0
0.181,0.01,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.01,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.01,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.01,x,no,2.2333847135937526,0.007178947683636055,0.9471374768779656
0.181,0.01,x,D,1.3588626611401033,0.29132132116210263,0.9853304968492039
0.181,0.01,x,mixed,0.4689898555835,0.9238210596717142,0.9990554179279619
0.181,0.01,x,beta,0.1301952634351684,1.6669821281072765,0.9994175708176956
0.181,0.01,w,no,0.3803589079890911,0.11562648124312894,0.7858808859751071
0.181,0.01,w,D,0.6264044114459618,-0.18145337900574093,0.15481011400161826
0.181,0.01,w,mixed,0.4911882826843418,0.03961826264297059,0.004346660646154077
0.181,0.01,w,beta,0.1967116857631604,0.6687541732016169,0.4265350929353944
0.181,0.01,xw,no,0.06690004353164747,0.9965292080398417,0.9999990093629337
0.181,0.01,xw,D,0.06652909129547903,0.9999999999999999,1.0
0.181,0.01,xw,mixed,0.012279914224730881,1.9881143806247679,0.9999982109839953
0.181,0.01,xw,beta,0.0024263730365175944,2.9397848210909405,0.9993062734902849
0.181,0.035,,no,2.4885976858218966,0.0,0.0
0.181,0.035,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.035,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.035,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.035,x,no,2.1987107237807066,0.03578309682629985,0.9298368550663707
0.181,0.035,x,D,1.4119407283661165,0.28687085278675306,0.9845100537219094
0.181,0.035,x,mixed,0.5001456841857735,0.9045933469769158,0.998898711196989
0.181,0.035,x,beta,0.14013624222400553,1.6419672160104346,0.9990791209319646
0.181,0.035,w,no,0.25508448606799683,0.9661075176483542,0.9973640283013305
0.181,0.035,w,D,0.29771108110540373,0.8833669357364381,0.968138091508538
0.181,0.035,w,mixed,0.09195073907559971,1.584333219285869,0.9317416926997628
0.181,0.035,w,beta,0.028290636994729383,2.2884393270396837,0.9461853921321841
0.181,0.035,xw,no,0.24057045278203712,0.9674003860002639,0.9999341333368272
0.181,0.035,xw,D,0.22818318104626012,0.9999999999999999,1.0
0.181,0.035,xw,mixed,0.04982274429279178,1.886382813818052,0.9998621162107052
0.181,0.035,xw,beta,0.013028431024399616,2.670841512530009,0.999034697183812
0.181,0.060000000000000005,,no,2.4885976858218966,0.0,0.0
0.181,0.060000000000000005,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.060000000000000005,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.060000000000000005,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.060000000000000005,x,no,2.1424813038388884,0.07751833658457281,0.9246036187601794
0.181,0.060000000000000005,x,D,1.4656122611975306,0.28930215129844317,0.9844320660197421
0.181,0.060000000000000005,x,mixed,0.5351868722626923,0.8895447588286335,0.9988451525534066
0.181,0.060000000000000005,x,beta,0.15140126270815976,1.6204002753023443,0.9985761713706578
0.181,0.060000000000000005,w,no,0.4949377805918643,0.8511742961341381,0.9972215043095374
0.181,0.060000000000000005,w,D,0.5849742113369925,0.7705326135122108,0.9925988280323691
0.181,0.060000000000000005,w,mixed,0.1488090141902254,1.563675421050073,0.9822559693908154
0.181,0.060000000000000005,w,beta,0.05221618071119956,2.178065809171061,0.9745895271069464
0.181,0.060000000000000005,xw,no,0.4220607158881493,0.9350744108662207,0.999836013818719
0.181,0.060000000000000005,xw,D,0.37925472143092215,0.9999999999999999,1.0
0.181,0.060000000000000005,xw,mixed,0.10228093857014053,1.7598113229136156,0.9994669589080075
0.181,0.060000000000000005,xw,beta,0.03302379523291957,2.415624746721021,0.9982751353845978
0.181,0.085,,no,2.4885976858218966,0.0,0.0
0.181,0.085,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.085,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.085,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.085,x,no,2.07199621862695,0.1292139792999369,0.9258010832041844
0.181,0.085,x,D,1.5182525884982048,0.298070043099793,0.9852251808631777
0.181,0.085,x,mixed,0.5731922076283967,0.8789757969375872,0.9988959998262819
0.181,0.085,x,beta,0.16321628362637083,1.6044025586037705,0.9978103197899768
0.181,0.085,w,no,0.7382933267104439,0.7736016858273292,0.9974337749524205
0.181,0.085,w,D,0.732322560770648,0.7937244219426461,0.9952323926548376
0.181,0.085,w,mixed,0.21584311999929956,1.4993266726151113,0.9937593381101619
0.181,0.085,w,beta,0.08096402251329199,2.0673312895965537,0.9891579252064211
0.181,0.085,xw,no,0.6029834507005212,0.9119847490438283,0.9998230570753915
0.181,0.085,xw,D,0.5206867585196571,1.0,1.0
0.181,0.085,xw,mixed,0.1693277658239402,1.6491885884334578,0.9990151665691707
0.181,0.085,xw,beta,0.06240139624522902,2.223483111537242,0.9973759580638425
0.181,0.11,,no,2.4885976858218966,0.0,0.0
0.181,0.11,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.11,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.11,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.11,x,no,1.994900269710487,0.187404790057993,0.9306225246608613
0.181,0.11,x,D,1.5687582192145562,0.312273220486162,0.9867582770268526
0.181,0.11,x,mixed,0.6133386657753905,0.8727020146458926,0.9990234340999459
0.181,0.11,x,beta,0.1745714142932155,1.5958863643391992,0.9966087930535537
0.181,0.11,w,no,0.9653560677826897,0.7230622001000397,0.9972666228463906
0.181,0.11,w,D,0.8518579348484753,0.8098589528997633,0.9965702177852898
0.181,0.11,w,mixed,0.29549872121709825,1.4223820220958123,0.9965422913453927
0.181,0.11,w,beta,0.11410022514989793,1.968509331546559,0.9936387738445135
0.181,0.11,xw,no,0.7791965691068353,0.8967699247605992,0.9998554199800777
0.181,0.11,xw,D,0.6551400515666065,1.0,1.0
0.181,0.11,xw,mixed,0.2487197846406406,1.558816311088771,0.998663498502697
0.181,0.11,xw,beta,0.10036875670588907,2.0772969614661534,0.996425089079539
0.181,0.135,,no,2.4885976858218966,0.0,0.0
0.181,0.135,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.135,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.135,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.135,x,no,1.9180364222838193,0.2487396017733024,0.9373597370674174
0.181,0.135,x,D,1.6165623186823377,0.33081072416004703,0.9887295943394312
0.181,0.135,x,mixed,0.6549667205439321,0.8701907715813445,0.999187867860175
0.181,0.135,x,beta,0.1844257641505784,1.5961089145803877,0.9946693262111216
0.181,0.135,w,no,1.1764006475048505,0.6872720443957495,0.9975069909223346
0.181,0.135,w,D,0.9541157236901747,0.8216338264801719,0.9973511153857262
0.181,0.135,w,mixed,0.3765869673731495,1.360659150208915,0.9981398814051694
0.181,0.135,w,beta,0.15135968924838009,1.8813746878067399,0.9946220380328549
0.181,0.135,xw,no,0.9503097099012299,0.8863550618799041,0.999888942455331
0.181,0.135,xw,D,0.7845273736389615,1.0,1.0
0.181,0.135,xw,mixed,0.33799441735267316,1.4856366556032279,0.9984788220939507
0.181,0.135,xw,beta,0.14595702721485332,1.9628452301406119,0.9954683147618135
0.181,0.16000000000000003,,no,2.4885976858218966,0.0,0.0
0.181,0.16000000000000003,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.16000000000000003,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.16000000000000003,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.16000000000000003,x,no,1.8467003554387138,0.310315440587399,0.9448703400922317
0.181,0.16000000000000003,x,D,1.6615626026995396,0.3525281443001129,0.990814554007774
0.181,0.16000000000000003,x,mixed,0.697603567277906,0.8707203524581819,0.999353790327472
0.181,0.16000000000000003,x,beta,0.19147380120362123,1.6067142186115513,0.9915541991647516
0.181,0.16000000000000003,w,no,1.3701481067356223,0.6619703345737072,0.9979716644461707
0.181,0.16000000000000003,w,D,1.0447872383426013,0.8307486428106133,0.9978568021200681
0.181,0.16000000000000003,w,mixed,0.4517679527692125,1.317496602684438,0.9989384207574945
0.181,0.16000000000000003,w,beta,0.19021393944759207,1.810576489077912,0.9951092828468069
0.181,0.16000000000000003,xw,no,1.1170333883374977,0.8787151473530685,0.9999122393449015
0.181,0.16000000000000003,xw,D,0.9099533457064879,1.0,1.0
0.181,0.16000000000000003,xw,mixed,0.43476801546794225,1.426122737758068,0.9984716825835079
0.181,0.16000000000000003,xw,beta,0.19812885181166734,1.8709542381724913,0.9945483984121583
0.181,0.18500000000000003,,no,2.4885976858218966,0.0,0.0
0.181,0.18500000000000003,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.18500000000000003,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.18500000000000003,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.18500000000000003,x,no,1.78438496496439,0.36987780949401333,0.9523938570702424
0.181,0.18500000000000003,x,D,1.705155966899865,0.3757973301453412,0.9924316599113965
0.181,0.18500000000000003,x,mixed,0.7409459212427078,0.8735232243553022,0.9994976916014358
0.181,0.18500000000000003,x,beta,0.19502017031684146,1.62771334324941,0.9867585961049695
0.181,0.18500000000000003,w,no,1.547060200338995,0.6442963898060556,0.9984900813375871
0.181,0.18500000000000003,w,D,1.1272176804491931,0.8381885146419584,0.9982096635526755
0.181,0.18500000000000003,w,mixed,0.5268586408302695,1.2804942763367444,0.9996280567594344
0.181,0.18500000000000003,w,beta,0.22852326476875442,1.7555263696203378,0.9957499304603575
0.181,0.18500000000000003,xw,no,1.2800562358447014,0.8727779638188297,0.9999270365868758
0.181,0.18500000000000003,xw,D,1.032069878768884,1.0,1.0
0.181,0.18500000000000003,xw,mixed,0.5369350065695184,1.3773386946397739,0.9986193852271292
0.181,0.18500000000000003,xw,beta,0.2559769357566834,1.795411911340734,0.9937023344352546
0.181,0.21000000000000002,,no,2.4885976858218966,0.0,0.0
0.181,0.21000000000000002,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.21000000000000002,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.21000000000000002,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.21000000000000002,x,no,1.7329293166298174,0.4258740221772952,0.9594601003875713
0.181,0.21000000000000002,x,D,1.7543939545146536,0.396730176360837,0.9915322255875304
0.181,0.21000000000000002,x,mixed,0.7848146553849041,0.8778924302057008,0.9996082552063281
0.181,0.21000000000000002,x,beta,0.2602278575332731,1.509190255307065,0.9938619756970276
0.181,0.21000000000000002,w,no,1.7084739537012306,0.6322405664400869,0.9989629408282445
0.181,0.21000000000000002,w,D,1.2035249184699168,0.8445299558211998,0.998469637709806
0.181,0.21000000000000002,w,mixed,0.5973578360833552,1.2523530834779057,0.9996552100016556
0.181,0.21000000000000002,w,beta,0.2681905168679409,1.7072847712990855,0.9960579797629485
0.181,0.21000000000000002,xw,no,1.4398083363111522,0.868013316561051,0.9999371347515685
0.181,0.21000000000000002,xw,D,1.151318806699279,1.0,1.0
0.181,0.21000000000000002,xw,mixed,0.6426097537005301,1.3371237448313984,0.9988542183570613
0.181,0.21000000000000002,xw,beta,0.31839277213062595,1.732588745830024,0.9929228114951374
0.181,0.23500000000000001,,no,2.4885976858218966,0.0,0.0
0.181,0.23500000000000001,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.23500000000000001,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.23500000000000001,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.23500000000000001,x,no,1.692883785829194,0.4773934716147837,0.9658175453846274
0.181,0.23500000000000001,x,D,1.819133129904252,0.4107707702637769,0.9832747446347028
0.181,0.23500000000000001,x,mixed,0.8290937955097467,0.8832482037006657,0.9996819532958431
0.181,0.23500000000000001,x,beta,0.36340102234008514,1.3649183372245752,0.989483995722978
0.181,0.23500000000000001,w,no,1.8560087982003475,0.6243795199085004,0.9993434972317402
0.181,0.23500000000000001,w,D,1.2751322443392357,0.8501193884179261,0.9986690815914633
0.181,0.23500000000000001,w,mixed,0.6661408183687471,1.2285625213068818,0.9996383359820004
0.181,0.23500000000000001,w,beta,0.3081694181022004,1.6661027896813245,0.9962340938613603
0.181,0.23500000000000001,xw,no,1.5965069127240052,0.8641568370763918,0.9999453937729081
0.181,0.23500000000000001,xw,D,1.2680486953728265,1.0,1.0
0.181,0.23500000000000001,xw,mixed,0.7535949382545298,1.3014170463844232,0.9996052035937093
0.181,0.23500000000000001,xw,beta,0.42834482218156067,1.623069868266491,0.997495028580344
0.181,0.26,,no,2.4885976858218966,0.0,0.0
0.181,0.26,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.26,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.26,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.26,x,no,1.66392946639823,0.5240424316876929,0.9713685691786489
0.181,0.26,x,D,1.8619889360722794,0.4338031422925212,0.9869301897466365
0.181,0.26,x,mixed,0.8736232966435046,0.8891970050182947,0.9997145610150447
0.181,0.26,x,beta,0.43112237852788265,1.306078697847718,0.9911715747351612
0.181,0.26,w,no,1.9912943288818472,0.6196881308578047,0.9996180711257615
0.181,0.26,w,D,1.343042153452252,0.8551708824365121,0.9988268811401929
0.181,0.26,w,mixed,0.7324808991006793,1.2088578696109584,0.9996060434885955
0.181,0.26,w,beta,0.34764104840129234,1.6315435519091421,0.9963677342071204
0.181,0.26,xw,no,1.7502467214759818,0.8610645004518899,0.9999533562669177
0.181,0.26,xw,D,1.3825619298894591,0.9999999999999999,1.0
0.181,0.26,xw,mixed,0.8617824642787195,1.2741193965908337,0.9998201007507792
0.181,0.26,xw,beta,0.512284880464982,1.5705902865738537,0.9979551244481472
0.181,0.28500000000000003,,no,2.4885976858218966,0.0,0.0
0.181,0.28500000000000003,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.28500000000000003,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.28500000000000003,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.28500000000000003,x,no,1.6452423431928471,0.5658008429301622,0.976114244996868
0.181,0.28500000000000003,x,D,1.8944610887114999,0.4602828656860187,0.9912308779311867
0.181,0.28500000000000003,x,mixed,0.9179343178238607,0.8956546637956252,0.9996722889220198
0.181,0.28500000000000003,x,beta,0.48048076568752374,1.2791680073427245,0.9901860350034841
0.181,0.28500000000000003,w,no,2.115851916793662,0.6174148089938685,0.9997914868784162
0.181,0.28500000000000003,w,D,1.4079885507129943,0.8598197650285717,0.9989547768815037
0.181,0.28500000000000003,w,mixed,0.7951111342107614,1.1933764337494146,0.9995743981341055
0.181,0.28500000000000003,w,beta,0.3883777504462283,1.5996700889996884,0.9963942785877317
0.181,0.28500000000000003,xw,no,1.9010697456648218,0.8586437005543224,0.9999615185207865
0.181,0.28500000000000003,xw,D,1.4951307440174582,1.0,1.0
0.181,0.28500000000000003,xw,mixed,0.9681121134523116,1.2522444076576265,0.9998903663707345
0.181,0.28500000000000003,xw,beta,0.5960016728401261,1.5288882948366191,0.9981963546774361
0.181,0.31000000000000005,,no,2.4885976858218966,0.0,0.0
0.181,0.31000000000000005,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.31000000000000005,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.31000000000000005,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.31000000000000005,x,no,1.6357624882930888,0.6028914304449099,0.9801118663693753
0.181,0.31000000000000005,x,D,1.9237382615566307,0.48694646393747204,0.994154405241926
0.181,0.31000000000000005,x,mixed,0.9638760454529287,0.9012777501229396,0.999699316357319
0.181,0.31000000000000005,x,beta,0.543854941973342,1.2430046930679977,0.9911251393051759
0.181,0.31000000000000005,w,no,2.2310505343965708,0.616999276653996,0.9998774959319595
0.181,0.31000000000000005,w,D,1.4705244087168867,0.8641538472035553,0.999060452474591
0.181,0.31000000000000005,w,mixed,0.8554532052842861,1.1804979549519077,0.9995657215102127
0.181,0.31000000000000005,w,beta,0.42923460143503606,1.5715175156477001,0.9963876353307988
0.181,0.31000000000000005,xw,no,2.0490070859252185,0.856822920183301,0.9999697091820909
0.181,0.31000000000000005,xw,D,1.606001517480619,1.0,1.0
0.181,0.31000000000000005,xw,mixed,1.0733724064032988,1.2340042501771569,0.9999252490626053
0.181,0.31000000000000005,xw,beta,0.6804303801435589,1.4940257422345504,0.9983503973204076
0.181,0.335,,no,2.4885976858218966,0.0,0.0
0.181,0.335,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.335,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.335,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.335,x,no,1.634370033861158,0.6356753521800261,0.983445365349797
0.181,0.335,x,D,1.9532986961859606,0.5122738212824192,0.9958508403072172
0.181,0.335,x,mixed,1.0107967202952117,0.9063696818386752,0.9997307137830975
0.181,0.335,x,beta,0.5976123101829083,1.221430537160814,0.9914057531558204
0.181,0.335,w,no,2.3380979625673746,0.6180176704861936,0.999892980460908
0.181,0.335,w,D,1.5310774454694909,0.8682310767765411,0.9991491538786105
0.181,0.335,w,mixed,0.9141270031379017,1.1694868764801718,0.9995701166839724
0.181,0.335,w,beta,0.4702422395981454,1.546373182102037,0.9963445356555616
0.181,0.335,xw,no,2.19410004318457,0.8555394621296664,0.9999774242855678
0.181,0.335,xw,D,1.7153956387963052,1.0,1.0
0.181,0.335,xw,mixed,1.1777793248949249,1.2184768224177864,0.9999456849163272
0.181,0.335,xw,beta,0.7655303826455135,1.464261676839312,0.9984536079533891
0.181,0.36000000000000004,,no,2.4885976858218966,0.0,0.0
0.181,0.36000000000000004,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.36000000000000004,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.36000000000000004,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.36000000000000004,x,no,1.639987614607248,0.6645769903631789,0.9862065553417425
0.181,0.36000000000000004,x,D,1.9843308001264908,0.5358013813392193,0.9968106855045497
0.181,0.36000000000000004,x,mixed,1.0581681299639396,0.9111500698584113,0.9997557191094447
0.181,0.36000000000000004,x,beta,0.6508878413483108,1.2034921320508631,0.9919130326129483
0.181,0.36000000000000004,w,no,2.4380482236702457,0.62014519984666,0.9998547195022364
0.181,0.36000000000000004,w,D,1.5899848269025338,0.8720906676380161,0.9992245905922319
0.181,0.36000000000000004,w,mixed,0.9714731684554148,1.15992294908917,0.9995814063003555
0.181,0.36000000000000004,w,beta,0.5103079031632851,1.5248721038444044,0.9963056083073176
0.181,0.36000000000000004,xw,no,2.3364082877272594,0.8547351252473866,0.9999840736699438
0.181,0.36000000000000004,xw,D,1.8235100116385454,0.9999999999999999,1.0
0.181,0.36000000000000004,xw,mixed,1.2814533019161454,1.2050590548084104,0.9999588252780436
0.181,0.36000000000000004,xw,beta,0.8513613203674641,1.4383675691427842,0.9985229152612962
0.181,0.385,,no,2.4885976858218966,0.0,0.0
0.181,0.385,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.385,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.385,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.385,x,no,1.6516325550965365,0.6900340535463229,0.9884843622134591
0.181,0.385,x,D,2.0167804654457906,0.5576197652595926,0.9975137039324247
0.181,0.385,x,mixed,1.1061809419393107,0.9154722804145295,0.9997794846913513
0.181,0.385,x,beta,0.7029535945358734,1.1889048838298968,0.9923441751836319
0.181,0.385,w,no,2.5318157157747385,0.6231302448477798,0.9997777779784848
0.181,0.385,w,D,1.6475167380445879,0.8757598159145228,0.999289463585203
0.181,0.385,w,mixed,1.0277280169352876,1.1515203140561587,0.9995961271284426
0.181,0.385,w,beta,0.5511969543188093,1.504673184729082,0.9962480927522894
0.181,0.385,xw,no,2.47601097509274,0.8543550907515017,0.9999891354265298
0.181,0.385,xw,D,1.9305180759354226,1.0,1.0
0.181,0.385,xw,mixed,1.3844903474561612,1.193323540332755,0.9999678260049447
0.181,0.385,xw,beta,0.9364762150259535,1.4163389582850603,0.9984956465702516
0.181,0.41000000000000003,,no,2.4885976858218966,0.0,0.0
0.181,0.41000000000000003,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.41000000000000003,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.41000000000000003,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.41000000000000003,x,no,1.668434707754468,0.7124682359463944,0.990359408916958
0.181,0.41000000000000003,x,D,2.0506904660431924,0.5777754598582217,0.9979881199736903
0.181,0.41000000000000003,x,mixed,1.1547939288981741,0.919344672227004,0.9998089107615055
0.181,0.41000000000000003,x,beta,0.7545165367081774,1.1765485143257393,0.9928206228180416
0.181,0.41000000000000003,w,no,2.6201913600581532,0.6267760432082261,0.9996748661395288
0.181,0.41000000000000003,w,D,1.7038925610763924,0.8792579567701779,0.9993457884857698
0.181,0.41000000000000003,w,mixed,1.0830691075669518,1.1440707897062392,0.9996123704721152
0.181,0.41000000000000003,w,beta,0.5929148680115615,1.4856295897862537,0.9961487542467795
0.181,0.41000000000000003,xw,no,2.613004355744056,0.8543479531850491,0.9999922340854006
0.181,0.41000000000000003,xw,D,2.0365713921000372,0.9999999999999999,1.0
0.181,0.41000000000000003,xw,mixed,1.486973150058838,1.1829557761105638,0.9999742760944025
0.181,0.41000000000000003,xw,beta,1.0239092549418929,1.3958171539459745,0.998563279476947
0.181,0.43500000000000005,,no,2.4885976858218966,0.0,0.0
0.181,0.43500000000000005,,D,2.061563576910196,0.10837614420965369,0.9902320463683795
0.181,0.43500000000000005,,mixed,0.8265582923901253,0.6591526709113075,0.9842837762915786
0.181,0.43500000000000005,,beta,0.21971207714476057,1.425605274056883,0.9815207592343539
0.181,0.43500000000000005,x,no,1.6896424760385027,0.7322674601715159,0.9919019082276217
0.181,0.43500000000000005,x,D,2.086961714952878,0.5959934532684935,0.9982157071329567
0.181,0.43500000000000005,x,mixed,1.203567800829271,0.9229710987150506,0.9998297602624862
0.181,0.43500000000000005,x,beta,0.805860242663651,1.1658179174071257,0.9932957309964222
0.181,0.43500000000000005,w,no,2.703858502824277,0.6309275130862395,0.999556243229935
0.181,0.43500000000000005,w,D,1.75929235501277,0.8825994801480727,0.9993951011589599
0.181,0.43500000000000005,w,mixed,1.137637530434343,1.1374155476710068,0.9996290542684498
0.181,0.43500000000000005,w,beta,0.6345177718565045,1.4684145353317042,0.9960919827933404
0.181,0.43500000000000005,xw,no,2.7474980478044677,0.8546660084719979,0.999993164394192
0.181,0.43500000000000005,xw,D,2.1418015965391217,1.0,1.0
0.181,0.43500000000000005,xw,mixed,1.5889774757065496,1.1737169168650534,0.9999790646009692
0.181,0.43500000000000005,xw,beta,1.111430439537194,1.3776410849112528,0.9985975072149894
0.181,0.46,,no,2.4885976858218966,0.0,0.0
